resp,target,subject,session,stimulus_1,stimulus_2,stimulus_3,stimulus_4,stimulus_5,stimulus_6,stimulus_7
1,0,P,2,4,-4,4,3,-3,-4,-4
1,1,P,2,-3,4,4,3,4,3,3
1,1,P,2,3,3,-3,-4,3,3,4
0,0,P,2,-3,-4,-4,-3,-3,-3,-3
0,0,P,2,-4,-4,-4,3,-3,-4,3
1,1,P,2,4,-4,3,-3,-4,4,3
0,0,P,2,-3,-4,-4,-4,-4,-3,-4
0,0,P,2,-3,-3,-3,-4,-3,-3,-3
0,0,P,2,-3,-3,-3,-4,-4,-3,-4
1,1,P,2,3,4,4,4,4,4,4
1,0,P,2,-3,-4,-4,4,-4,-3,3
0,0,P,2,-4,-4,-3,-3,-3,-3,-4
1,1,P,2,3,3,-4,3,4,4,4
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-3,-3,4,-4,-3,-3,3
0,0,P,2,4,-3,4,-3,4,-3,-3
0,1,P,2,3,3,3,-4,-3,4,4
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,3,4,3,3,-3,-3
1,0,P,2,4,-4,3,4,-4,-4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-4,-3,3,-4,3,-3,-4
1,1,P,2,3,-4,-4,3,3,4,-4
1,1,P,2,3,4,3,3,4,3,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-4,-4,-3,-4,-4,-3,-3
0,0,P,2,-3,-3,-4,-4,-4,-3,-4
0,0,P,2,-4,-4,4,-4,-4,-4,-4
0,0,P,2,-3,-3,-3,4,4,-4,3
0,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-4,3,4,-3,3,-4,-4
1,1,P,2,3,3,3,3,4,3,3
0,0,P,2,-3,-4,-4,-4,-4,-3,-3
1,0,P,2,-3,-3,-3,3,4,-3,3
1,1,P,2,3,-3,4,-4,-3,4,3
1,1,P,2,-4,4,3,3,3,4,-4
0,0,P,2,-3,-4,-4,-4,-3,4,4
1,1,P,2,-4,4,3,3,-3,-4,4
0,1,P,2,-3,4,-3,3,3,-4,4
1,1,P,2,3,4,3,4,4,4,3
1,0,P,2,-3,-4,-3,4,-4,3,-4
1,1,P,2,4,4,4,4,3,3,3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,3,-3,-4,3,4,3,-4
1,0,P,2,3,-4,3,-3,4,-3,-4
1,1,P,2,4,4,-4,3,4,-4,-3
1,0,P,2,4,-4,3,-3,4,-3,-3
1,1,P,2,4,4,3,3,3,4,4
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,3,-3,3,4,4,4,-4
1,1,P,2,3,3,4,4,3,4,4
1,1,P,2,3,4,4,3,4,3,4
1,1,P,2,4,3,3,-3,3,4,4
0,0,P,2,-4,-3,-4,-4,-3,-3,-3
0,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-4,-3,-3,-4,4,-3,3
1,1,P,2,4,4,-4,3,4,-4,-3
0,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,4,4,3,4,3,3
1,1,P,2,4,-3,3,-4,-3,3,3
1,0,P,2,3,3,-4,-4,-3,-3,4
1,1,P,2,4,-4,3,3,4,4,3
1,1,P,2,4,4,3,3,4,3,4
0,0,P,2,-3,-3,-3,-4,-3,-3,-3
1,0,P,2,3,4,-4,-4,3,-3,-3
1,0,P,2,-4,-4,3,-4,-3,4,3
1,0,P,2,-3,-4,-3,3,-3,4,-3
1,1,P,2,3,3,3,3,4,4,3
0,0,P,2,-3,-3,-3,-4,-4,3,3
1,1,P,2,3,3,3,-3,4,-4,4
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-4,-4,-3,-3,-4,-4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-3,-4,-4,4,3,4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,3,3,4,-3,3,3,4
1,1,P,2,3,4,3,3,4,4,4
1,1,P,2,4,-3,-4,3,4,-4,3
1,1,P,2,4,4,4,-4,-4,-3,4
1,1,P,2,3,4,4,3,4,4,4
1,1,P,2,3,4,3,3,4,4,4
0,0,P,2,3,4,-3,-3,-4,-3,3
1,1,P,2,-4,3,-3,3,3,4,4
0,0,P,2,-3,-3,3,-4,-3,3,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,4,4,-4,-4,-3,-3,4
1,1,P,2,4,4,-4,3,4,-4,-3
1,0,P,2,4,-4,3,-3,4,-3,-3
1,1,P,2,3,4,-4,-4,4,-3,4
1,1,P,2,3,-4,3,4,-3,-4,3
1,0,P,2,3,3,4,-4,-4,-4,-4
0,0,P,2,-4,-4,-4,-4,-4,-3,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-4,-3,-4,-4,-3,-3,-3
0,0,P,2,4,-3,4,3,-3,-3,-4
0,0,P,2,-4,-3,-4,4,-4,-4,-4
0,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,4,-3,-4,4,-3,-4,4
1,1,P,2,3,4,3,4,3,3,3
0,0,P,2,-3,-4,-3,-4,-3,-3,-4
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-3,-3,-3,-3,-3,4,-3
1,1,P,2,3,3,-4,4,3,-4,3
1,0,P,2,-4,-4,4,-4,-3,-3,-3
0,0,P,2,3,3,-4,-4,-3,-4,-3
0,0,P,2,-3,-3,3,-3,-3,-3,3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,3,4,4,3,4,4,3
0,1,P,2,4,4,4,4,-4,-3,-3
1,1,P,2,4,3,3,3,4,3,4
1,1,P,2,4,4,-4,3,4,-4,-3
0,1,P,2,-4,4,-4,3,4,4,3
0,0,P,2,-3,-3,-4,-4,-3,-3,-3
1,1,P,2,4,4,4,3,3,4,4
1,0,P,2,3,-3,4,-4,3,-3,-4
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,-3,4,4,-4,4,3,-4
1,0,P,2,4,-3,-3,3,-4,-4,3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,-3,3,4,3,4,-4,3
1,1,P,2,-4,4,3,4,-4,4,-3
0,0,P,2,-4,-4,-3,-4,-4,-4,-4
0,0,P,2,-4,-3,-3,-4,-3,-3,-3
0,0,P,2,-3,4,-3,-3,-3,3,-4
1,1,P,2,3,-4,-3,3,-4,4,4
0,0,P,2,-4,4,-3,3,-4,4,-4
1,1,P,2,4,3,3,3,4,3,4
0,0,P,2,-4,-3,-4,-3,-4,-3,-3
0,0,P,2,4,3,-3,-3,-3,-4,-4
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,3,-4,-4,-4,4,-3,-3
1,1,P,2,3,4,3,4,3,3,3
1,1,P,2,3,4,-4,-3,4,3,-3
1,1,P,2,3,3,3,4,3,4,3
1,1,P,2,3,3,3,3,4,4,4
1,1,P,2,3,4,3,3,3,3,4
1,0,P,2,3,3,-3,-4,-4,3,-3
1,1,P,2,4,4,4,-3,4,3,3
1,1,P,2,3,4,4,-4,4,-3,-3
1,1,P,2,3,3,4,4,4,3,4
0,0,P,2,-4,-3,-4,-3,-3,-4,-4
0,0,P,2,-3,-3,-4,-3,4,3,3
0,1,P,2,4,-3,-3,3,4,-3,4
1,1,P,2,3,3,-4,4,-4,-3,4
1,1,P,2,-3,3,-4,3,4,3,4
0,0,P,2,-4,-3,-4,-4,-4,-4,-4
1,1,P,2,-3,4,-3,3,4,-4,3
0,0,P,2,4,4,-3,-4,-3,-4,3
0,1,P,2,4,3,-4,-4,-3,3,4
1,1,P,2,-4,3,4,-4,3,4,-3
1,0,P,2,4,-4,-3,-4,-3,4,-4
1,1,P,2,4,-3,3,3,3,-4,4
1,1,P,2,4,3,4,3,3,3,4
1,1,P,2,4,4,-4,4,3,-3,-3
0,0,P,2,-4,3,-3,-3,-3,-4,4
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,3,3,4,3,3,3,4
1,1,P,2,4,3,3,3,3,3,3
1,1,P,2,3,4,4,4,3,3,4
1,1,P,2,4,-3,-4,3,-3,3,4
0,0,P,2,-4,-3,3,-3,-3,-4,3
1,1,P,2,4,4,3,3,3,4,-3
1,1,P,2,3,4,4,3,3,4,4
0,1,P,2,-4,4,3,4,3,-3,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-4,3,-4,-3,-4,3,-3
1,1,P,2,4,3,-4,-4,-3,3,3
0,0,P,2,-3,-3,-3,-4,-3,3,-4
0,0,P,2,3,3,-3,-3,-4,-4,-3
1,1,P,2,4,3,-4,4,-4,3,-3
0,0,P,2,-4,-3,-4,-4,3,3,3
1,1,P,2,4,4,3,-4,4,4,3
0,0,P,2,-3,4,-3,3,-4,4,-3
0,1,P,2,3,3,-4,4,3,-3,-4
0,1,P,2,-4,3,3,4,-4,-3,4
0,0,P,2,-4,-4,-4,-3,-4,-3,-3
0,0,P,2,-3,-4,-4,-3,-3,-3,-4
1,0,P,2,3,-4,4,-4,-4,4,-3
1,1,P,2,4,4,3,3,4,3,4
0,0,P,2,-3,-3,-4,-3,-3,-3,-4
0,0,P,2,-4,4,-4,-4,-3,-4,4
1,1,P,2,3,4,-3,3,-3,4,4
0,0,P,2,-4,-4,-3,-4,-4,-3,-3
1,1,P,2,4,4,3,4,3,4,4
0,1,P,2,-3,3,3,4,-3,-3,3
0,1,P,2,-3,3,-3,-3,3,3,3
1,1,P,2,4,4,3,4,3,4,3
1,1,P,2,4,3,3,3,4,4,3
0,0,P,2,-4,-3,4,4,-3,-4,4
0,0,P,2,-4,-3,-4,-3,-3,-4,-3
1,1,P,2,4,3,4,3,3,4,3
1,1,P,2,3,3,4,3,-4,3,-4
0,0,P,2,-3,3,-3,-4,-3,3,4
0,0,P,2,-4,-4,-3,-4,3,-3,-3
1,0,P,2,-4,3,4,-4,-3,-3,-4
0,0,P,2,-4,-4,-3,-4,-4,-3,-3
0,0,P,2,-4,3,-4,-4,-3,-3,3
1,1,P,2,3,3,4,3,-4,4,-4
1,1,P,2,4,3,4,-4,3,-4,4
1,1,P,2,3,4,3,4,3,4,4
1,1,P,2,4,3,3,4,3,4,4
1,1,P,2,4,3,3,4,3,4,4
1,1,P,2,3,3,4,3,4,3,3
0,0,P,2,-3,-3,-4,-4,-3,-3,-3
1,1,P,2,4,3,4,4,4,3,-4
0,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,3,-3,3,4,4,4
1,1,P,2,4,-4,4,3,3,3,4
1,1,P,2,3,3,3,4,4,3,4
1,1,P,2,3,4,4,3,4,4,4
1,1,P,2,4,3,4,4,3,4,3
0,0,P,2,4,-4,-3,3,3,-4,-4
0,0,P,2,-4,-4,-4,-3,-3,-3,-4
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,3,4,-4,3,3,-4,4
0,1,P,2,-4,4,-3,4,4,-3,3
1,0,P,2,3,4,3,-4,-4,-3,-3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,-4,4,4,3,3,-4,4
1,1,P,2,-4,-3,-3,3,3,4,3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,3,3,3,3,4,3,4
1,1,P,2,3,4,3,3,3,4,3
0,0,P,2,-3,-3,-4,-4,-3,-4,-3
1,0,P,2,4,-4,3,3,-3,-3,-4
0,0,P,2,-4,4,-3,4,-3,-3,-3
1,1,P,2,4,3,4,4,4,3,4
0,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,1,P,2,-3,4,-4,4,3,4,4
1,1,P,2,3,-3,3,4,3,3,4
0,0,P,2,-4,-4,-3,-4,-3,-4,-4
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,-4,3,3,3,3,4,3
1,1,P,2,-4,4,-4,4,3,4,-3
1,1,P,2,-3,3,3,-4,4,-3,4
0,0,P,2,-4,-3,-3,-3,-4,-3,-4
0,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,3,3,4,4,-3,3
1,1,P,2,-3,4,3,4,-4,3,3
1,1,P,2,4,3,4,4,4,4,3
1,1,P,2,4,3,4,4,4,3,3
0,0,P,2,-4,-3,-4,-4,4,-4,-4
1,1,P,2,4,4,4,4,4,4,4
0,1,P,2,4,3,4,-4,4,-4,3
0,1,P,2,-4,-4,3,4,-3,4,4
1,1,P,2,3,3,4,3,4,-3,-3
1,1,P,2,-3,4,-4,3,4,3,4
0,0,P,2,-4,-4,-3,-3,-3,-4,-3
1,1,P,2,3,-3,3,3,3,4,3
0,0,P,2,4,-3,-4,-4,3,-3,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-3,-3,-4,-4,-3,-4,-3
1,1,P,2,-3,-4,4,3,3,-4,4
0,0,P,2,4,-4,3,-3,-4,-3,-4
1,1,P,2,-4,3,4,-4,4,4,3
1,1,P,2,3,3,4,4,4,4,3
0,0,P,2,-3,-3,3,-3,-4,3,-3
0,0,P,2,-3,-3,-3,-3,-4,-3,4
0,0,P,2,-3,-3,-3,-3,-4,-3,-3
0,0,P,2,-4,-3,-3,-4,-3,-3,-4
1,1,P,2,3,-4,4,-3,4,-3,4
0,0,P,2,-3,3,-3,-4,3,-3,-4
1,1,P,2,3,-4,-3,3,4,4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,1,P,2,-3,3,3,4,3,-4,4
1,1,P,2,4,4,-4,-4,-3,4,3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,-3,3,-4,4,4,-4,4
1,1,P,2,4,-4,3,4,-4,4,3
1,1,P,2,4,3,4,-3,-3,3,4
0,0,P,2,-4,-3,-3,-4,-3,-3,-4
1,1,P,2,3,4,3,3,4,3,4
0,1,P,2,3,3,4,-3,-3,3,-3
1,1,P,2,3,4,3,4,4,3,4
1,0,P,2,-4,-3,-3,3,-4,4,3
1,1,P,2,4,4,-4,3,4,-4,-3
0,1,P,2,-3,-4,4,4,-4,3,3
0,1,P,2,3,4,3,-3,3,-4,3
1,0,P,2,3,-3,-3,3,-4,3,-4
0,0,P,2,-3,-3,-3,-3,-3,-4,-4
0,0,P,2,-4,-4,-4,-4,-3,-3,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,4,-3,-4,4,4,-4,-4
0,0,P,2,-3,-4,-3,4,4,3,-4
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,3,4,4,-3,-4,3
1,1,P,2,4,3,4,4,3,3,4
1,1,P,2,-3,-4,3,3,3,-4,4
0,0,P,2,-3,-4,-3,4,-3,3,4
0,0,P,2,-3,-4,-3,-4,-3,-4,-4
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-4,-4,-4,-3,-3,-3,-4
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-3,-4,-3,-4,-3,-4,-4
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,-4,-4,-3,3,4,4,4
0,1,P,2,4,4,-4,3,4,-4,-3
1,1,P,2,4,3,3,4,4,4,4
1,1,P,2,4,3,3,3,3,3,4
0,0,P,2,-3,-3,-3,-3,-3,3,-3
1,1,P,2,4,4,3,4,4,3,4
1,1,P,2,3,3,3,-3,3,3,-3
0,0,P,2,-4,4,-3,-3,-4,-3,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,0,P,2,-4,-4,-4,-4,3,3,4
1,1,P,2,-4,3,3,-3,3,4,-3
0,0,P,2,-4,3,4,-4,-4,-3,-3
1,0,P,2,4,-3,4,-4,-3,-4,3
1,0,P,2,-3,-3,3,-3,4,3,-3
1,1,P,2,4,4,3,4,-4,-3,-4
0,0,P,2,-3,-4,-4,-3,-3,-3,-4
1,1,P,2,4,4,-4,3,4,-4,-3
0,1,P,2,-4,-4,4,3,-4,3,4
1,1,P,2,4,3,4,4,3,4,4
0,0,P,2,-4,-3,-4,-4,-3,-4,-3
0,0,P,2,-3,3,-4,-4,4,-3,-3
1,1,P,2,4,4,-4,3,4,-4,-3
0,1,P,2,3,4,-3,3,-3,-3,3
1,1,P,2,4,3,-4,-3,-4,3,3
0,0,P,2,-4,-3,-4,-3,-4,-3,-3
0,1,P,3,5,5,-4,3,4,-5,-3
1,0,P,3,-4,4,-4,-4,-3,3,-3
1,1,P,3,5,4,4,3,4,4,5
1,1,P,3,5,5,-4,3,4,-5,-3
1,1,P,3,-3,3,4,3,-5,-5,4
0,0,P,3,-5,-4,4,-4,3,-4,-3
1,1,P,3,4,-4,3,3,5,5,-4
1,1,P,3,-3,4,4,3,3,4,5
1,1,P,3,5,5,5,3,5,5,3
0,0,P,3,-3,5,5,-3,-4,-5,-5
1,1,P,3,3,5,-3,-5,5,4,3
1,0,P,3,-4,-5,4,4,3,-5,3
1,1,P,3,4,3,5,5,4,5,4
1,1,P,3,5,3,5,3,5,-5,3
1,1,P,3,4,5,4,3,4,5,3
0,0,P,3,-5,-5,-3,-5,-5,-4,-5
1,1,P,3,3,5,4,4,4,4,5
1,0,P,3,3,-3,-5,-4,-5,3,3
0,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-3,-5,-5,-3,-4,-4,-4
1,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-3,-3,-3,-3,-4,-3,-3
0,0,P,3,-5,-5,-4,-4,-3,-4,-5
1,1,P,3,-5,3,-5,5,3,-3,5
0,0,P,3,3,-5,-4,-4,-4,-4,-4
0,0,P,3,-4,-4,-4,-4,-5,4,-4
1,1,P,3,-4,5,3,4,4,4,-4
1,0,P,3,3,-3,-3,3,-3,5,-3
1,1,P,3,4,4,4,4,3,5,5
0,1,P,3,5,5,-4,3,4,-5,-3
0,1,P,3,5,5,-4,3,4,-5,-3
1,1,P,3,5,5,-4,3,4,-5,-3
1,1,P,3,4,-3,4,-5,3,3,-5
1,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-3,-3,-5,-5,-5,-3,-5
1,1,P,3,3,4,3,5,4,3,5
0,0,P,3,-5,-5,-3,-5,-4,-5,-5
1,1,P,3,4,5,5,5,3,5,3
0,0,P,3,-5,-4,-4,-4,-4,-3,-5
1,0,P,3,-5,5,-4,4,-4,3,-3
1,1,P,3,5,5,-4,3,4,-5,-3
0,1,P,3,5,5,-3,4,-5,4,-3
1,1,P,3,5,5,-3,-4,-5,4,3
0,0,P,3,-3,-5,-4,-3,-3,-3,-5
1,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-4,4,-5,-5,5,-4,-4
0,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-5,3,-5,3,4,-4,3
1,1,P,3,5,5,3,-5,3,5,5
1,0,P,3,-5,5,4,-3,-5,-3,-5
0,0,P,3,-5,-3,-3,-5,-3,-3,-4
0,0,P,3,-4,-5,-4,-5,-4,-3,-4
0,0,P,3,-3,-3,-5,-5,-5,4,3
0,0,P,3,-3,-4,-3,-5,-5,-5,-3
1,1,P,3,4,4,3,3,-4,5,-3
0,0,P,3,-5,-5,-5,5,-4,5,-4
0,0,P,3,-3,-4,5,-4,4,-5,-5
1,1,P,3,-5,4,5,-4,5,4,5
0,0,P,3,4,-3,-5,4,-4,4,-4
0,0,P,3,-4,-5,4,-3,3,3,-5
1,1,P,3,-4,-4,5,5,3,-4,4
0,0,P,3,-3,-3,-5,-5,-4,-4,-4
0,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-4,-3,-3,-3,-3,-5,-5
1,0,P,3,4,-4,-5,5,-3,-5,-5
0,0,P,3,5,3,-5,3,-3,-3,-5
0,1,P,3,-3,3,4,3,4,-4,-4
1,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-3,-5,-5,-5,-5,-3,-4
1,1,P,3,3,5,5,4,4,5,4
1,1,P,3,5,5,5,5,3,4,4
0,0,P,3,4,5,-3,4,-5,-5,-4
1,1,P,3,3,-3,3,4,-4,-5,5
0,1,P,3,5,5,-4,3,4,-5,-3
1,1,P,3,4,4,4,4,4,5,4
1,0,P,3,-4,-5,5,5,3,-5,-4
0,1,P,3,4,3,4,-3,5,-3,-3
0,0,P,3,4,3,-3,-3,-5,-3,-4
0,1,P,3,4,5,3,-5,3,-5,-4
0,0,P,3,4,-5,-4,-5,-4,5,-5
1,1,P,3,5,5,-4,3,4,-5,-3
0,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-5,3,4,-5,-5,-4,4
0,1,P,3,3,4,3,3,-5,-3,-3
0,1,P,3,-4,4,-5,3,5,3,-3
1,1,P,3,-3,5,3,5,4,5,-5
1,1,P,3,3,4,3,3,3,3,3
1,1,P,3,5,5,5,3,4,5,5
1,1,P,3,4,3,3,4,5,-5,-5
0,0,P,3,4,-5,4,-5,-5,4,-5
0,1,P,3,5,-5,4,-3,3,-4,4
0,0,P,3,-3,-5,-3,-3,-5,-4,-5
1,1,P,3,5,-3,-5,-4,5,5,3
1,1,P,3,4,3,4,4,5,4,3
0,0,P,3,-3,-3,-3,4,-3,-4,4
1,1,P,3,5,5,4,5,4,5,4
0,1,P,3,5,-3,4,5,-3,-4,4
0,1,P,3,4,3,5,-4,-5,-5,3
0,1,P,3,4,5,4,3,4,-5,4
0,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-4,-4,-4,-3,-5,-3,-4
0,1,P,3,3,-3,5,5,-3,-5,3
0,0,P,3,-3,-3,-3,-4,-5,-3,-5
0,0,P,3,-4,-3,4,3,-3,4,-3
0,0,P,3,-3,-5,-5,-4,-5,3,3
0,0,P,3,-4,-4,-4,3,-4,-4,-3
1,1,P,3,5,5,-3,-4,3,4,-5
0,0,P,3,3,3,-5,-5,-3,-4,4
1,1,P,3,4,4,4,4,3,-3,-5
0,0,P,3,5,-3,-3,-3,-5,-5,-5
0,1,P,3,-4,5,4,-5,5,-5,5
1,1,P,3,-4,3,5,5,4,4,-5
0,0,P,3,-5,-4,-3,-3,-5,-5,-4
0,1,P,3,4,5,4,5,-3,-5,-3
0,1,P,3,-4,3,-5,-4,4,3,5
0,1,P,3,-3,-4,4,4,-3,4,5
1,1,P,3,-3,3,5,5,3,3,3
0,1,P,3,5,3,4,-3,-4,-3,5
0,0,P,3,-5,3,-4,-5,-3,5,3
1,1,P,3,3,3,-3,3,3,4,-4
0,1,P,3,-5,3,4,-4,3,3,5
1,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-3,5,-5,5,-5,3,-5
0,1,P,3,5,3,-4,4,-5,5,5
1,1,P,3,3,-5,5,4,4,-3,3
0,0,P,3,-4,-4,-3,-4,-3,-4,-5
0,1,P,3,5,5,-4,3,4,-5,-3
0,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-4,5,-3,-4,-5,-5,-4
1,0,P,3,-5,3,-4,-5,4,4,-4
0,0,P,3,-4,3,-4,-5,4,4,-4
0,1,P,3,5,5,-4,3,4,-5,-3
1,1,P,3,4,3,4,4,3,4,4
1,1,P,3,5,3,4,4,4,5,4
0,0,P,3,-4,-3,-4,-4,-5,-4,-5
0,0,P,3,-4,-3,-5,-3,4,-3,3
0,1,P,3,4,4,-4,4,4,-3,3
0,0,P,3,-3,-5,-3,4,-3,-5,4
0,0,P,3,-3,-5,-3,-4,-5,-4,3
1,1,P,3,-4,-3,4,4,4,-3,3
1,0,P,3,-5,-4,4,4,3,-4,-5
0,0,P,3,-3,5,-4,4,-3,-3,-3
0,0,P,3,-5,-5,-3,-3,-4,-3,-3
0,1,P,3,3,4,5,5,-4,5,-5
0,1,P,3,5,-3,-3,5,3,4,-3
1,1,P,3,5,4,-5,5,5,3,3
0,1,P,3,3,4,3,-3,5,-3,-5
0,0,P,3,-5,4,-3,-3,3,-4,5
0,0,P,3,-4,-4,-4,-5,-5,-4,-5
0,0,P,3,-3,-5,-4,3,4,-3,4
0,0,P,3,-5,4,4,-4,5,-5,-3
0,0,P,3,-5,-3,-4,-5,-5,-4,-3
1,1,P,3,-5,3,5,-4,-3,5,5
1,1,P,3,5,-4,5,-5,3,5,5
1,1,P,3,5,4,5,3,5,5,-5
0,0,P,3,-5,-3,-3,-4,-5,-5,3
1,1,P,3,5,3,3,3,3,5,4
1,1,P,3,5,-3,-3,-4,4,-3,5
0,0,P,3,-5,-3,-5,-3,-4,-4,-3
0,1,P,3,5,-5,-4,5,3,-5,5
0,0,P,3,-3,-4,-5,-5,-5,-3,-4
0,0,P,3,-5,5,-3,-5,3,-4,-4
0,0,P,3,-5,-4,-4,-5,5,3,4
1,0,P,3,-3,-3,3,3,-4,-5,5
0,0,P,3,-3,-3,-4,-4,-3,-3,-3
0,0,P,3,-4,-5,-3,4,-4,-4,-5
1,1,P,3,3,5,5,-5,-3,-4,4
0,1,P,3,5,5,-4,3,4,-5,-3
0,1,P,3,5,5,-4,3,4,-5,-3
1,1,P,3,5,5,3,4,5,4,4
1,1,P,3,4,5,4,3,4,4,4
1,1,P,3,4,4,4,4,5,5,4
0,0,P,3,-4,-3,-3,-3,3,4,5
1,1,P,3,5,5,-3,4,5,4,-3
1,1,P,3,5,5,-4,3,4,-5,-3
1,1,P,3,4,3,4,4,3,5,4
0,0,P,3,-4,4,5,5,-5,-4,-3
1,1,P,3,-5,5,5,-3,4,-3,3
0,0,P,3,-4,-3,-3,-5,-5,-3,5
1,1,P,3,4,5,4,3,5,4,5
1,1,P,3,3,3,-5,-4,5,-5,4
0,1,P,3,5,5,-4,5,-3,-3,4
0,1,P,3,-4,4,4,3,-3,3,-5
1,1,P,3,4,4,3,3,3,4,4
0,1,P,3,-3,3,3,-3,-5,3,5
0,0,P,3,5,-5,-4,-3,4,5,-4
1,1,P,3,5,5,5,4,5,5,3
0,0,P,3,-5,-4,-3,-4,-3,-4,-5
1,1,P,3,5,3,5,5,4,4,4
1,1,P,3,3,-4,4,3,5,-3,-4
1,1,P,3,5,4,4,-5,-4,5,5
0,0,P,3,-3,3,-5,3,-3,-3,-3
0,0,P,3,-5,-5,-3,-4,-5,-5,-3
0,0,P,3,-3,-5,-5,-3,-5,-5,-5
1,0,P,3,-5,3,5,-3,-5,4,-5
0,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-5,-5,-4,-5,-4,-3,-3
0,0,P,3,-5,-4,-5,-5,-4,-5,-3
1,1,P,3,5,5,-4,3,4,-5,-3
1,1,P,3,4,5,-4,4,4,-4,-5
1,1,P,3,4,3,5,4,-3,4,-3
0,0,P,3,-4,-3,4,-3,-3,-5,5
1,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,3,3,-4,-4,-5,5,-3
1,1,P,3,4,5,5,4,4,3,4
0,0,P,3,-4,-3,-5,-4,-5,-4,-4
0,0,P,3,-4,-3,-4,-3,-3,-3,-3
1,1,P,3,4,3,5,3,4,4,3
1,1,P,3,4,-5,-4,5,3,4,3
1,1,P,3,-5,3,-5,4,5,3,5
1,1,P,3,5,-5,-4,-3,3,5,3
0,1,P,3,5,5,-4,3,4,-5,-3
1,1,P,3,4,3,-3,-4,4,-3,5
0,0,P,3,-4,-5,-4,-5,-3,-3,3
0,1,P,3,5,5,-4,3,4,-5,-3
0,1,P,3,5,5,-4,3,4,-5,-3
0,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,5,-4,3,-5,-4,-3,-4
1,1,P,3,5,5,-4,3,4,-5,-3
0,0,P,3,-3,-4,-4,-3,5,4,-5
0,0,P,3,-5,-5,4,-3,-5,5,4
